"journeyID","purchase_any_journey","nr_touchpoints"
15432,0,2
15433,0,65
15434,0,16
15435,0,49
15436,0,1
15437,0,44
15438,1,15
15439,1,28
15440,1,166
15441,0,10
15442,0,3
15443,0,655
15444,0,21
15445,0,3
15446,0,1
15447,0,3
15448,0,4
15449,0,2
15450,0,2
15451,0,17
15452,0,35
15453,0,14
15454,0,1
15455,0,184
15456,1,204
15457,0,5
15458,0,418
15459,0,320
15460,0,21
15461,0,3
15462,0,1
15463,0,2
15464,0,9
15465,0,4
15466,0,3
15467,0,4
15468,1,71
15469,1,185
15470,0,10
15471,0,17
15472,0,24
15473,0,17
15474,0,17
15475,0,2
15476,0,53
15477,0,10
15478,0,3
15479,0,47
15480,0,1
15481,0,3
15482,1,432
15483,0,722
15484,0,494
15485,0,11
15486,0,51
15487,0,3
15488,0,1
15489,0,13
15490,0,21
15491,0,25
15492,0,26
15493,1,64
15494,0,4
15495,1,63
15496,0,14
15497,0,8
15498,0,2
15499,0,2
15500,0,3
15501,0,3
15502,0,1
15503,0,22
15504,0,173
15505,0,2
15506,0,7
15507,0,3
15508,0,2
15509,0,1
15510,0,1
15511,0,1
15512,0,4
15513,0,2
15514,0,2
15515,0,4
15516,0,48
15517,0,9
15518,0,1
15519,0,26
15520,0,30
15521,0,6
15522,0,4
15523,0,1
15524,0,7
15525,0,42
15526,1,112
15527,1,15
15528,1,92
15529,0,2
15530,1,432
15531,0,3
15532,0,9
15533,0,5
15534,0,23
15535,0,25
15536,0,2
15537,0,2
15538,0,6
15539,0,1
15540,0,20
15541,0,36
15542,0,3
15543,0,2
15544,0,3
15545,0,5
15546,0,21
15547,1,310
15548,0,3
15549,0,31
15550,0,43
15551,1,388
15552,0,2
15553,0,5
15554,0,19
15555,0,28
15556,0,16
15557,0,45
15558,0,7
15559,0,11
15560,0,3
15561,0,29
15562,0,39
15563,1,12
15564,0,235
15565,0,8
15566,0,7
15567,0,1
15568,0,16
15569,0,6
15570,0,3
15571,0,1
15572,0,3
15573,1,124
15574,1,211
15575,1,21
15576,0,11
15577,0,23
15578,0,78
15579,0,13
15580,0,13
15581,0,163
15582,1,293
15583,1,695
15584,0,100
15585,1,238
15586,0,491
15587,1,2164
15588,1,149
15589,0,4
15590,0,15
15591,0,2
15592,0,89
15593,0,2
15594,0,2
15595,0,77
15596,0,156
15597,0,18
15598,0,152
15599,0,235
15600,0,87
15601,0,2
15602,0,17
15603,0,7
15604,0,15
15605,0,17
15606,0,8
15607,0,23
15608,1,75
15609,0,162
15610,0,29
15611,0,67
15612,0,142
15613,0,3
15614,0,3
15615,0,2
15616,0,19
15617,0,1
15618,0,1
15619,0,1
15620,0,253
15621,0,8
15622,0,35
15623,0,4
15624,0,2
15625,1,765
15626,0,5
15627,0,160
15628,0,28
15629,0,14
15630,0,6
15631,1,2762
15632,1,604
15633,0,471
15634,1,84
15635,0,52
15636,0,7
15637,0,19
15638,0,35
15639,0,31
15640,0,4
15641,0,38
15642,0,99
15643,0,5
15644,0,36
15645,0,6
15646,0,6
15647,0,8
15648,0,3
15649,0,1
15650,0,58
15651,0,141
15652,0,4
15653,0,3
15654,0,6
15655,0,1
15656,0,1
15657,0,5
15658,0,1
15659,0,78
15660,0,139
15661,0,11
15662,0,27
15663,0,5
15664,0,22
15665,0,59
15666,1,69
15667,1,99
15668,0,11
15669,0,14
15670,0,1
15671,0,11
15672,0,5
15673,1,13
15674,0,1
15675,0,68
15676,0,2
15677,0,1
15678,0,23
15679,0,1
15680,1,112
15681,0,5
15682,0,426
15683,0,1
15684,0,1
15685,0,115
15686,1,1
15687,0,81
15688,0,1
15689,0,18
15690,0,1
15691,0,228
15692,0,11
15693,0,121
15694,0,4
15695,0,1
15696,0,23
15697,0,12
15698,0,63
15699,0,16
15700,0,5
15701,0,2
15702,0,20
15703,0,535
15704,1,12
15705,0,40
15706,0,8
15707,0,5
15708,0,10
15709,0,5
15710,0,128
15711,0,4
15712,0,38
15713,1,2
15714,0,14
15715,0,30
15716,1,1
15717,1,95
15718,0,14
15719,0,8
15720,0,2
15721,0,20
15722,0,13
15723,0,3
15724,0,1
15725,0,4
15726,0,8
15727,0,105
15728,0,1
15729,0,4
15730,0,1076
15731,0,22
15732,1,7
15733,1,141
15734,0,1
15735,0,49
15736,0,11
15737,0,8
15738,0,29
15739,0,10
15740,0,18
15741,0,4
15742,0,2
15743,0,6
15744,0,2
15745,0,1
15746,1,38
15747,1,53
15748,1,21
15749,0,1
15750,0,7
15751,0,25
15752,0,76
15753,0,38
15754,0,23
15755,0,1
15756,0,3
15757,0,1
15758,0,2
15759,0,12
15760,1,35
15761,0,5
15762,0,19
15763,0,6
15764,0,1
15765,1,36
15766,0,1
15767,0,1
15768,0,8
15769,0,56
15770,1,4
15771,0,7
15772,0,9
15773,0,16
15774,0,38
15775,0,47
15776,0,4
15777,0,1
15778,0,9
15779,0,1
15780,0,21
15781,0,6
15782,0,2
15783,1,19
15784,0,1
15785,1,5
15786,0,8
15787,0,35
15788,0,22
15789,1,845
15790,0,309
15791,0,1
15792,0,47
15793,0,161
15794,0,183
15795,0,28
15796,0,25
15797,0,1
15798,0,18
15799,0,26
15800,0,4
15801,0,9
15802,0,18
15803,0,29
15804,0,4
15805,0,8
15806,0,14
15807,0,91
15808,0,146
15809,0,9
15810,0,101
15811,0,2
15812,0,17
15813,0,1
15814,0,1
15815,0,5
15816,1,5
15817,0,26
15818,1,218
15819,0,6
15820,1,129
15821,0,23
15822,0,7
15823,0,89
15824,0,16
15825,0,34
15826,0,5
15827,0,11
15828,0,1
15829,0,1
15830,0,2
15831,0,2
15832,0,1
15833,0,13
15834,0,5
15835,0,1
15836,0,522
15837,0,2
15838,0,5
15839,0,3
15840,0,241
15841,0,68
15842,1,35
15843,0,1
15844,0,1
15845,0,2
15846,0,50
15847,1,164
15848,1,281
15849,1,704
15850,0,214
15851,1,1054
15852,1,682
15853,1,893
15854,1,346
15855,0,35
15856,0,3
15857,0,419
15858,0,116
15859,1,11
15860,0,192
15861,0,2
15862,0,2
15863,0,21
15864,0,2
15865,0,2
15866,1,19
15867,0,929
15868,0,38
15869,0,1
15870,0,897
15871,0,387
15872,0,68
15873,0,10
15874,0,4
15875,0,2
15876,0,61
15877,0,53
15878,0,15
15879,0,1
15880,0,3
15881,0,1
15882,0,2
15883,0,1
15884,0,29
15885,0,2
15886,0,7
15887,0,3
15888,0,88
15889,0,3
15890,0,16
15891,0,64
15892,0,6
15893,0,21
15894,0,76
15895,0,7
15896,0,1
15897,0,9
15898,0,45
15899,0,114
15900,0,3
15901,1,245
15902,1,172
15903,0,186
15904,0,21
15905,0,58
15906,0,14
15907,0,22
15908,0,1
15909,0,2
15910,0,5
15911,0,9
15912,0,7
15913,0,1
15914,1,743
15915,1,109
15916,1,561
15917,0,44
15918,0,11
15919,0,27
15920,0,2
15921,0,180
15922,1,76
15923,0,30
15924,0,129
15925,0,273
15926,0,4
15927,0,13
15928,0,2
15929,1,184
15930,0,1
15931,0,31
15932,0,1
15933,0,46
15934,0,1
15935,0,15
15936,0,3
15937,0,8
15938,0,2
15939,0,18
15940,0,1
15941,0,1
15942,0,15
15943,0,7
15944,1,1
15945,0,32
15946,0,1
15947,0,2
15948,0,40
15949,0,7
15950,0,1
15951,1,79
15952,0,21
15953,0,9
15954,0,78
15955,0,85
15956,0,2
15957,0,18
15958,0,66
15959,0,1
15960,0,4
15961,0,1
15962,0,4
15963,0,7
15964,0,1
15965,0,1
15966,0,470
15967,0,69
15968,0,2
15969,0,50
15970,0,2
15971,0,11
15972,0,3
15973,1,1
15974,0,30
15975,0,26
15976,0,7
15977,0,34
15978,0,63
15979,0,2
15980,0,55
15981,0,48
15982,0,530
15983,0,176
15984,0,1
15985,0,28
15986,0,43
15987,0,12
15988,0,3
15989,0,134
15990,0,2
15991,0,7
15992,0,4
15993,0,5
15994,0,158
15995,0,110
15996,0,4
15997,0,16
15998,0,4
15999,0,22
16000,0,4
16001,0,16
16002,0,1
16003,0,15
16004,1,2
16005,0,1
16006,0,5
16007,0,293
16008,0,1
16009,1,382
16010,0,353
16011,0,16
16012,0,76
16013,0,3
16014,0,113
16015,0,7
16016,0,23
16017,0,3
16018,0,55
16019,0,41
16020,0,483
16021,1,1151
16022,1,688
16023,0,7
16024,1,796
16025,0,16
16026,1,1361
16027,1,392
16028,1,141
16029,1,184
16030,1,48
16031,0,70
16032,0,75
16033,0,102
16034,0,18
16035,0,46
16036,0,19
16037,0,39
16038,0,111
16039,0,15
16040,0,3
16041,0,45
16042,0,30
16043,0,1
16044,0,17
16045,0,29
16046,0,8
16047,0,8
16048,0,37
16049,1,82
16050,1,204
16051,0,115
16052,0,97
16053,0,20
16054,0,16
16055,0,3
16056,0,17
16057,0,22
16058,0,6
16059,0,81
16060,0,2
16061,1,178
16062,0,28
16063,0,5
16064,0,2
16065,1,246
16066,1,25
16067,0,109
16068,0,5
16069,0,5
16070,0,6
16071,1,2
16072,1,9
16073,0,27
16074,0,49
16075,0,6
16076,0,55
16077,0,2
16078,0,2
16079,0,11
16080,0,71
16081,0,6
16082,0,28
16083,0,53
16084,0,1
16085,0,230
16086,0,139
16087,0,3
16088,0,8
16089,0,107
16090,0,19
16091,0,239
16092,0,3
16093,0,53
16094,0,3
16095,0,21
16096,0,1
16097,0,23
16098,1,612
16099,0,26
16100,0,117
16101,0,16
16102,0,62
16103,1,83
16104,0,2
16105,0,87
16106,0,5
16107,0,71
16108,0,10
16109,0,1
16110,0,22
16111,0,15
16112,0,2
16113,0,171
16114,0,3
16115,0,3
16116,0,7
16117,1,171
16118,1,29
16119,1,152
16120,0,6
16121,0,4
16122,0,157
16123,0,36
16124,0,5
16125,0,69
16126,1,24
16127,0,1
16128,0,1
16129,0,80
16130,0,2
16131,0,1
16132,0,9
16133,0,6
16134,0,65
16135,0,13
16136,1,1
16137,1,2
16138,0,7
16139,0,1
16140,0,30
16141,0,2
16142,0,2
16143,0,3
16144,0,3
16145,0,8
16146,0,1
16147,0,13
16148,0,6
16149,0,9
16150,0,985
16151,0,27
16152,0,2
16153,0,1
16154,0,62
16155,0,586
16156,1,544
16157,0,625
16158,0,720
16159,0,15
16160,0,39
16161,0,13
16162,0,5
16163,0,268
16164,0,1
16165,0,17
16166,0,1
16167,0,144
16168,0,1
16169,0,3
16170,0,1
16171,1,107
16172,0,139
16173,0,643
16174,0,10
16175,0,7
16176,0,7
16177,0,1
16178,0,6
16179,0,1
16180,1,20
16181,0,1
16182,0,1
16183,0,1
16184,0,5
16185,0,5
16186,0,1
16187,0,10
16188,0,1
16189,0,4
16190,0,55
16191,0,8
16192,0,2
16193,0,5
16194,0,40
16195,0,233
16196,0,84
16197,0,25
16198,0,91
16199,1,150
16200,1,78
16201,0,14
16202,1,52
16203,0,23
16204,1,206
16205,0,289
16206,1,152
16207,1,5
16208,0,2
16209,0,62
16210,1,47
16211,0,36
16212,0,1
16213,0,1
16214,0,4
16215,0,8
16216,0,6
16217,0,10
16218,0,1
16219,0,59
16220,0,44
16221,0,37
16222,0,18
16223,0,4
16224,0,1
16225,0,164
16226,1,30
16227,0,32
16228,0,13
16229,1,452
16230,1,283
16231,0,125
16232,1,562
16233,0,42
16234,0,14
16235,0,2
16236,0,3
16237,0,2
16238,0,7
16239,0,3
16240,1,42
16241,1,555
16242,0,11
16243,0,19
16244,0,102
16245,1,18
16246,0,27
16247,0,8
16248,0,5
16249,0,8
16250,0,100
16251,0,8
16252,0,105
16253,0,1
16254,0,23
16255,0,2
16256,0,80
16257,0,214
16258,0,8
16259,1,2
16260,0,10
16261,0,503
16262,0,5
16263,0,13
16264,0,4
16265,0,2
16266,1,5
16267,0,1
16268,0,186
16269,0,74
16270,0,9
16271,0,2
16272,0,11
16273,0,1
16274,0,71
16275,0,1
16276,0,7
16277,0,1
16278,0,2
16279,0,3
16280,0,29
16281,0,50
16282,0,5
16283,0,3
16284,0,9
16285,0,2
16286,1,63
16287,1,130
16288,1,300
16289,0,48
16290,0,22
16291,0,237
16292,0,70
16293,1,176
16294,0,15
16295,1,140
16296,0,39
16297,1,181
16298,0,29
16299,0,1
16300,0,3
16301,0,26
16302,0,3
16303,0,1
16304,0,1
16305,1,314
16306,0,373
16307,0,138
16308,0,8
16309,0,63
16310,0,7
16311,0,2
16312,0,2
16313,0,7
16314,0,16
16315,0,3
16316,0,20
16317,0,27
16318,0,1
16319,0,2
16320,0,583
16321,0,123
16322,0,7
16323,0,4
16324,0,1
16325,0,9
16326,1,62
16327,1,953
16328,0,32
16329,0,2
16330,0,14
16331,0,5
16332,0,100
16333,1,2
16334,0,3
16335,0,1
16336,1,153
16337,0,42
16338,0,116
16339,0,334
16340,0,6
16341,0,13
16342,0,14
16343,0,1
16344,0,3
16345,0,1
16346,0,3
16347,0,31
16348,0,3
16349,0,18
16350,0,23
16351,1,176
16352,0,18
16353,0,1
16354,0,21
16355,1,31
16356,1,24
16357,1,102
16358,0,6
16359,0,23
16360,0,47
16361,1,32
16362,1,960
16363,0,403
16364,0,96
16365,0,20
16366,0,34
16367,0,6
16368,0,16
16369,0,118
16370,0,8
16371,0,131
16372,0,5
16373,0,2
16374,0,48
16375,0,43
16376,0,192
16377,0,16
16378,0,40
16379,0,2
16380,0,1
16381,0,6
16382,1,11
16383,0,11
16384,0,1
16385,0,9
16386,0,1
16387,0,43
16388,0,2
16389,0,43
16390,0,38
16391,0,171
16392,0,442
16393,0,413
16394,0,1
16395,0,17
16396,0,6
16397,0,2
16398,1,3
16399,0,1
16400,0,3
16401,0,1
16402,0,5
16403,0,1
16404,0,6
16405,0,6
16406,0,34
16407,0,21
16408,0,5
16409,0,4
16410,0,12
16411,0,2
16412,0,52
16413,0,29
16414,0,3
16415,0,8
16416,0,1
16417,0,33
16418,1,176
16419,1,151
16420,0,168
16421,0,1
16422,0,6
16423,0,1
16424,0,41
16425,0,2
16426,0,1
16427,0,4
16428,0,172
16429,0,1
16430,0,93
16431,0,91
16432,0,50
16433,0,4
16434,0,26
16435,0,1
16436,0,1347
16437,0,5
16438,0,156
16439,1,76
16440,0,1
16441,0,3
16442,0,1
16443,1,7
16444,0,39
16445,1,1
16446,0,1
16447,0,63
16448,0,3
16449,0,10
16450,0,3
16451,0,14
16452,0,34
16453,0,71
16454,0,1
16455,0,35
16456,1,388
16457,1,214
16458,0,114
16459,0,3
16460,0,138
16461,0,1
16462,0,8
16463,0,2
16464,0,23
16465,1,423
16466,0,257
16467,1,20
16468,0,123
16469,0,45
16470,1,139
16471,1,726
16472,0,770
16473,0,371
16474,0,469
16475,1,148
16476,1,303
16477,0,26
16478,1,73
16479,0,364
16480,0,27
16481,0,22
16482,0,13
16483,0,7
16484,0,19
16485,0,29
16486,0,7
16487,0,12
16488,0,14
16489,0,18
16490,0,2
16491,0,1
16492,0,1
16493,0,1
16494,0,4
16495,0,1
16496,0,1
16497,0,12
16498,0,2
16499,0,15
16500,0,1
16501,0,21
16502,1,89
16503,1,636
16504,0,42
16505,0,308
16506,0,4
16507,0,11
16508,0,1
16509,0,186
16510,0,588
16511,0,5
16512,0,1
16513,0,1
16514,0,1
16515,0,86
16516,0,7
16517,0,2
16518,0,52
16519,0,7
16520,0,1
16521,0,13
16522,0,1
16523,0,109
16524,0,1
16525,0,54
16526,0,321
16527,0,12
16528,0,14
16529,0,4
16530,0,1
16531,0,24
16532,0,1
16533,0,14
16534,0,50
16535,0,47
16536,0,1
16537,0,4
16538,0,19
16539,0,1
16540,0,1
16541,0,29
16542,0,2
16543,0,21
16544,0,1
16545,0,1
16546,0,3
16547,0,5
16548,0,3
16549,0,53
16550,0,238
16551,0,128
16552,1,17
16553,0,15
16554,0,99
16555,0,9
16556,0,6
16557,0,3
16558,0,4
16559,0,2
16560,0,2
16561,0,31
16562,0,1
16563,0,12
16564,0,16
16565,0,156
16566,0,44
16567,0,14
16568,0,18
16569,0,8
16570,0,4
16571,0,27
16572,0,26
16573,1,18
16574,0,4
16575,0,7
16576,0,4
16577,0,1
16578,0,1
16579,0,1
16580,0,3
16581,0,1
16582,1,68
16583,0,14
16584,0,59
16585,0,23
16586,0,29
16587,0,14
16588,0,1
16589,0,4
16590,0,70
16591,0,1
16592,0,168
16593,0,5
16594,0,6
16595,0,8
16596,0,28
16597,0,10
16598,0,42
16599,1,608
16600,0,198
16601,1,916
16602,1,526
16603,0,190
16604,1,55
16605,0,58
16606,1,22
16607,0,64
16608,0,6
16609,0,113
16610,0,48
16611,0,23
16612,1,69
16613,0,28
16614,0,16
16615,0,85
16616,0,1
16617,0,58
16618,1,78
16619,1,285
16620,0,353
16621,0,427
16622,0,1
16623,0,3
16624,0,1
16625,0,1
16626,0,49
16627,1,188
16628,0,1
16629,0,3
16630,0,27
16631,0,2
16632,0,2
16633,0,3
16634,0,2
16635,0,7
16636,1,22
16637,0,1
16638,0,13
16639,0,1
16640,0,1
16641,0,2
16642,0,3
16643,0,1
16644,0,1
16645,0,1
16646,1,456
16647,0,641
16648,0,9
16649,0,265
16650,1,391
16651,0,5
16652,0,5
16653,0,1
16654,0,7
16655,0,7
16656,0,1
16657,0,6
16658,0,13
16659,0,1
16660,0,1
16661,0,8
16662,0,1
16663,0,36
16664,0,3
16665,0,10
16666,0,7
16667,0,3
16668,0,12
16669,0,19
16670,0,2
16671,0,1
16672,1,7
16673,1,303
16674,0,536
16675,1,122
16676,0,712
16677,0,97
16678,0,56
16679,0,23
16680,0,4
16681,0,147
16682,0,309
16683,0,24
16684,0,103
16685,0,120
16686,0,3
16687,0,1
16688,0,1
16689,1,34
16690,0,14
16691,0,4
16692,0,8
16693,0,73
16694,1,122
16695,0,1026
16696,0,1
16697,0,1
16698,0,7
16699,0,1
16700,0,1
16701,0,3
16702,0,2
16703,0,1
16704,0,1
16705,0,12
16706,0,41
16707,0,9
16708,0,18
16709,0,8
16710,0,28
16711,0,300
16712,0,2
16713,0,1
16714,0,6
16715,0,20
16716,0,40
16717,0,1
16718,0,3
16719,0,20
16720,0,7
16721,0,8
16722,0,18
16723,0,50
16724,0,4
16725,0,6
16726,0,27
16727,0,40
16728,0,61
16729,0,10
16730,0,1
16731,0,46
16732,0,3
16733,0,24
16734,0,24
16735,0,2
16736,0,2
16737,0,2
16738,0,2
16739,1,112
16740,1,441
16741,0,37
16742,0,24
16743,0,7
16744,0,8
16745,0,4
16746,0,1
16747,0,15
16748,0,28
16749,0,6
16750,0,192
16751,0,81
16752,0,4
16753,0,9
16754,0,3
16755,0,9
16756,0,3
16757,0,1
16758,0,7
16759,0,1
16760,0,1
16761,0,8
16762,1,387
16763,0,15
16764,1,2679
16765,1,333
16766,0,1
16767,0,1
16768,1,134
16769,0,158
16770,1,174
16771,0,267
16772,0,1
16773,0,2
16774,0,36
16775,0,1
16776,0,40
16777,0,1
16778,1,66
16779,0,11
16780,0,5
16781,0,27
16782,0,3
16783,0,6
16784,0,5
16785,0,15
16786,0,21
16787,0,17
16788,0,38
16789,1,73
16790,1,949
16791,0,13
16792,1,2502
16793,1,1035
16794,1,666
16795,0,149
16796,1,12
16797,0,7
16798,0,15
16799,0,8
16800,0,20
16801,0,9
16802,0,25
16803,1,19
16804,0,60
16805,0,6
16806,0,9
16807,0,157
16808,0,438
16809,0,5
16810,0,4
16811,0,2
16812,0,38
16813,0,28
16814,0,8
16815,0,1
16816,0,1
16817,0,1
16818,0,93
16819,0,6
16820,1,62
16821,0,14
16822,0,7
16823,0,70
16824,0,162
16825,0,203
16826,0,11
16827,0,3
16828,0,2
16829,0,1
16830,0,14
16831,0,3
16832,0,3
16833,0,3
16834,0,1
16835,0,1
16836,1,152
16837,0,64
16838,0,190
16839,0,1
16840,0,16
16841,0,49
16842,0,345
16843,0,42
16844,0,47
16845,1,133
16846,0,110
16847,0,7
16848,0,140
16849,0,180
16850,0,2
16851,0,14
16852,0,3
16853,0,15
16854,0,697
16855,0,24
16856,0,2
16857,0,44
16858,0,28
16859,0,162
16860,0,9
16861,0,3
16862,0,6
16863,0,1
16864,0,1
16865,0,1
16866,0,11
16867,0,7
16868,1,19
16869,0,115
16870,0,1
16871,0,45
16872,0,8
16873,0,2
16874,0,4
16875,0,111
16876,0,27
16877,0,95
16878,0,52
16879,0,4
16880,0,9
16881,0,11
16882,0,4
16883,0,26
16884,0,4
16885,0,104
16886,0,9
16887,0,42
16888,0,20
16889,0,31
16890,0,1
16891,0,15
16892,0,547
16893,0,5
16894,0,16
16895,0,21
16896,0,18
16897,0,45
16898,1,329
16899,1,2
16900,0,2
16901,1,385
16902,0,18
16903,0,9
16904,0,42
16905,0,49
16906,1,101
16907,1,454
16908,0,97
16909,0,54
16910,0,1
16911,0,160
16912,0,3
16913,1,426
16914,0,206
16915,0,15
16916,0,164
16917,0,15
16918,0,49
16919,0,38
16920,1,29
16921,1,269
16922,0,1
16923,0,141
16924,0,12
16925,1,264
16926,1,868
16927,1,188
16928,0,13
16929,1,75
16930,0,30
16931,1,372
16932,0,149
16933,0,14
16934,0,39
16935,0,63
16936,0,2
16937,1,269
16938,1,234
16939,0,28
16940,1,260
16941,1,210
16942,1,647
16943,1,201
16944,0,14
16945,1,46
16946,0,16
16947,0,10
16948,0,38
16949,0,12
16950,1,883
16951,0,1687
16952,0,19
16953,0,1588
16954,1,69
16955,1,29
16956,1,49
16957,0,74
16958,0,18
16959,0,21
16960,0,2
16961,0,12
16962,0,1
16963,0,12
16964,1,156
16965,0,25
16966,0,2
16967,0,8
16968,0,209
16969,0,5
16970,0,1
16971,1,406
16972,0,169
16973,1,566
16974,0,127
16975,0,52
16976,0,1
16977,1,104
16978,0,820
16979,0,483
16980,1,965
16981,0,169
16982,0,302
16983,0,111
16984,1,986
16985,1,447
16986,1,939
16987,0,42
16988,0,381
16989,0,66
16990,0,6
16991,1,14
16992,0,1
16993,0,33
16994,0,2
16995,0,144
16996,0,17
16997,1,16
16998,0,54
16999,0,54
17000,0,138
17001,0,32
17002,1,7
17003,0,3
17004,0,39
17005,0,2
17006,0,2
17007,0,110
17008,0,103
17009,0,2
17010,0,51
17011,1,140
17012,1,347
17013,0,69
17014,1,612
17015,0,3
17016,1,102
17017,0,330
17018,1,126
17019,0,63
17020,0,34
17021,0,27
17022,0,1
17023,0,12
17024,0,37
17025,0,14
17026,0,32
17027,1,303
17028,1,162
17029,0,53
17030,0,974
17031,1,64
17032,1,80
17033,0,74
17034,0,2
17035,0,2
17036,0,1
17037,0,75
17038,1,118
17039,0,37
17040,1,13
17041,0,1
17042,0,11
17043,0,4
17044,0,3
17045,0,5
17046,0,51
17047,0,1
17048,0,4
17049,0,4
17050,0,9
17051,0,13
17052,0,3
17053,0,19
17054,0,29
17055,0,20
17056,0,81
17057,0,13
17058,0,1
17059,0,16
17060,0,22
17061,0,4
17062,0,4
17063,0,4
17064,0,11
17065,0,8
17066,0,12
17067,0,5
17068,0,21
17069,0,5
17070,0,7
17071,0,5
17072,0,6
17073,1,25
17074,0,13
17075,1,29
17076,0,12
17077,0,90
17078,0,8
17079,0,1
17080,0,134
17081,0,5
17082,0,30
17083,0,5
17084,0,1
17085,0,796
17086,0,12
17087,0,83
17088,0,2
17089,0,138
17090,0,185
17091,0,66
17092,0,3
17093,0,3
17094,0,8
17095,0,198
17096,1,140
17097,1,18
17098,0,31
17099,1,134
17100,0,43
17101,0,4
17102,0,6
17103,0,1
17104,0,5
17105,0,3
17106,0,1
17107,1,195
17108,0,33
17109,0,1
17110,0,3
17111,0,1
17112,0,16
17113,1,86
17114,0,14
17115,1,93
17116,0,19
17117,1,363
17118,0,1
17119,0,26
17120,0,11
17121,1,23
17122,1,4
17123,0,3
17124,0,13
17125,0,173
17126,0,21
17127,0,14
17128,0,56
17129,0,3
17130,0,2
17131,0,4
17132,0,1
17133,0,2
17134,0,62
17135,0,4
17136,0,8
17137,1,1
17138,0,3
17139,0,20
17140,0,2
17141,0,1
17142,0,1
17143,0,1
17144,0,1
17145,0,69
17146,0,19
17147,0,15
17148,1,166
17149,0,62
17150,0,105
17151,0,14
17152,0,24
17153,0,60
17154,0,32
17155,0,1
17156,0,174
17157,0,1
17158,0,19
17159,0,46
17160,0,1
17161,1,2
17162,0,26
17163,0,9
17164,0,42
17165,0,6
17166,0,23
17167,0,143
17168,0,107
17169,0,7
17170,0,5
17171,0,10
17172,0,1
17173,0,29
17174,0,33
17175,0,1
17176,0,130
17177,0,21
17178,0,10
17179,0,103
17180,0,14
17181,0,1
17182,0,15
17183,0,1
17184,1,53
17185,0,12
17186,0,81
17187,0,35
17188,0,4
17189,0,6
17190,0,25
17191,1,155
17192,0,57
17193,0,13
17194,0,33
17195,0,309
17196,1,25
17197,0,8
17198,0,1
17199,0,3
17200,0,13
17201,0,50
17202,0,28
17203,0,1
17204,0,7
17205,0,20
17206,1,69
17207,0,20
17208,0,1
17209,0,1
17210,0,576
17211,0,39
17212,0,2
17213,1,1018
17214,0,12
17215,0,4
17216,0,27
17217,0,4
17218,0,25
17219,0,2
17220,0,9
17221,0,1
17222,0,1
17223,0,8
17224,0,15
17225,0,8
17226,1,1
17227,0,3
17228,0,21
17229,0,1
17230,0,4
17231,0,16
17232,0,30
17233,0,24
17234,0,3
17235,1,20
17236,0,222
17237,0,1
17238,0,1
17239,0,560
17240,0,1
17241,0,4
17242,0,3
17243,0,4
17244,0,8
17245,0,21
17246,0,1
17247,0,4
17248,0,4
17249,1,306
17250,0,295
17251,0,1389
17252,0,10
17253,0,11
17254,0,3
17255,0,7
17256,0,81
17257,1,106
17258,0,110
17259,0,222
17260,0,8
17261,1,29
17262,0,29
17263,0,2
17264,0,151
17265,0,16
17266,0,19
17267,0,34
17268,0,6
17269,0,6
17270,1,8
17271,0,19
17272,0,27
17273,0,8
17274,0,5
17275,0,8
17276,0,2
17277,0,597
17278,0,7
17279,0,15
17280,0,18
17281,0,30
17282,0,12
17283,0,1
17284,0,6
17285,0,24
17286,1,11
17287,1,20
17288,0,45
17289,1,38
17290,0,5
17291,0,7
17292,0,12
17293,0,16
17294,0,2
17295,0,7
17296,0,1
17297,0,187
17298,0,1
17299,0,117
17300,1,38
17301,0,105
17302,0,111
17303,0,84
17304,0,53
17305,0,11
17306,0,1
17307,0,3
17308,0,46
17309,0,153
17310,0,75
17311,0,120
17312,0,74
17313,0,44
17314,0,49
17315,0,80
17316,0,60
17317,0,55
17318,0,53
17319,0,25
17320,0,63
17321,0,29
17322,0,2
17323,0,17
17324,0,17
17325,0,5
17326,0,3
17327,0,85
17328,1,84
17329,0,1
17330,1,71
17331,0,1
17332,0,241
17333,1,34
17334,1,19
17335,1,261
17336,0,120
17337,0,119
17338,0,24
17339,0,41
17340,0,11
17341,0,18
17342,0,85
17343,0,2
17344,0,50
17345,0,1
17346,0,3
17347,0,26
17348,0,73
17349,0,228
17350,0,9
17351,0,1
17352,0,7
17353,0,2
17354,1,48
17355,1,187
17356,0,56
17357,1,56
17358,0,28
17359,1,63
17360,0,1
17361,1,670
17362,0,65
17363,1,100
17364,0,5
17365,0,1
17366,0,236
17367,0,75
17368,0,4
17369,0,44
17370,0,102
17371,0,2
17372,0,16
17373,0,2
17374,0,2
17375,0,2
17376,0,1
17377,0,6
17378,0,22
17379,0,1
17380,0,1
17381,0,86
17382,0,59
17383,1,605
17384,0,42
17385,0,2
17386,0,37
17387,0,95
17388,0,68
17389,0,16
17390,0,103
17391,0,110
17392,0,427
17393,0,251
17394,0,446
17395,0,70
17396,0,46
17397,0,36
17398,0,54
17399,0,1
17400,0,2
17401,0,1
17402,0,1
17403,0,263
17404,0,114
17405,0,318
17406,0,226
17407,0,96
17408,0,7
17409,0,2
17410,1,33
17411,1,96
17412,0,9
17413,0,14
17414,0,4
17415,0,14
17416,0,36
17417,0,218
17418,0,3
17419,0,2
17420,0,3
17421,0,160
17422,1,25
17423,0,7
17424,0,12
17425,0,1
