"journeyID","journey_start","journey_end","journey_duration"
10979,2016-05-08,2016-05-08,0
10980,2016-06-16,2016-07-01,15
10981,2016-08-31,2016-09-07,7
10982,2015-06-01,2015-12-20,202
10983,2016-09-13,2016-10-31,48
10984,2015-06-05,2015-07-03,28
10985,2015-10-06,2015-10-06,0
10986,2016-02-23,2016-02-23,0
10987,2016-03-24,2016-04-24,31
10988,2016-06-01,2016-06-19,18
10989,2016-10-17,2016-10-17,0
10990,2016-03-03,2016-03-06,3
10991,2016-06-23,2016-08-08,46
10992,2016-10-29,2016-10-29,0
10993,2015-06-08,2015-07-02,24
10994,2016-05-16,2016-08-30,106
10995,2015-06-15,2016-02-09,239
10996,2016-02-29,2016-03-04,4
10997,2016-04-17,2016-04-17,0
10998,2016-08-31,2016-10-30,60
10999,2015-06-01,2015-08-28,88
11000,2015-10-28,2015-10-28,0
11001,2016-02-24,2016-03-14,19
11002,2016-06-17,2016-07-11,24
11003,2016-08-21,2016-09-14,24
11004,2016-10-27,2016-10-27,0
11005,2015-06-01,2015-07-01,30
11006,2015-07-02,2015-10-09,99
11007,2016-03-03,2016-03-14,11
11008,2015-10-10,2016-01-18,100
11009,2016-04-19,2016-04-26,7
11010,2016-01-17,2016-03-02,45
11011,2015-06-11,2015-06-16,5
11012,2015-08-25,2015-11-12,79
11013,2016-01-19,2016-01-26,7
11014,2015-07-21,2015-07-21,0
11015,2015-11-18,2016-02-27,101
11016,2016-04-16,2016-04-17,1
11017,2016-05-16,2016-05-29,13
11018,2016-07-03,2016-10-31,120
11019,2015-11-01,2015-12-06,35
11020,2015-08-07,2015-09-02,26
11021,2015-10-03,2015-10-03,0
11022,2015-12-08,2016-04-11,125
11023,2015-08-19,2015-10-09,51
11024,2015-12-14,2016-01-12,29
11025,2016-05-22,2016-07-31,70
11026,2016-09-04,2016-09-10,6
11027,2015-11-04,2015-11-04,0
11028,2016-03-15,2016-03-16,1
11029,2015-07-24,2015-12-20,149
11030,2016-01-21,2016-01-21,0
11031,2016-04-07,2016-06-13,67
11032,2016-07-15,2016-07-24,9
11033,2016-09-28,2016-10-28,30
11034,2015-07-28,2015-07-28,0
11035,2015-09-14,2015-09-19,5
11036,2015-09-05,2015-09-12,7
11037,2015-07-14,2015-07-21,7
11038,2015-12-22,2016-01-08,17
11039,2015-09-17,2015-10-24,37
11040,2016-01-12,2016-03-08,56
11041,2016-08-04,2016-09-30,57
11042,2016-03-09,2016-04-25,47
11043,2015-07-26,2015-07-26,0
11044,2015-07-04,2015-07-04,0
11045,2015-07-11,2015-08-16,36
11046,2015-10-17,2015-11-15,29
11047,2015-09-17,2015-10-21,34
11048,2015-08-13,2015-08-13,0
11049,2016-01-04,2016-01-14,10
11050,2015-07-21,2015-08-20,30
11051,2015-07-05,2015-07-09,4
11052,2015-11-18,2015-11-22,4
11053,2016-05-15,2016-06-05,21
11054,2015-06-29,2015-07-17,18
11055,2015-08-28,2015-08-28,0
11056,2015-12-26,2016-04-13,109
11057,2016-07-26,2016-08-19,24
11058,2016-10-27,2016-10-27,0
11059,2015-09-27,2015-09-27,0
11060,2015-11-03,2015-11-03,0
11061,2016-01-20,2016-02-25,36
11062,2016-04-19,2016-04-29,10
11063,2015-06-26,2015-06-26,0
11064,2016-01-03,2016-01-03,0
11065,2016-05-03,2016-07-01,59
11066,2016-08-13,2016-08-19,6
11067,2016-10-07,2016-10-07,0
11068,2015-07-11,2015-08-21,41
11069,2015-11-10,2015-11-10,0
11070,2015-12-25,2015-12-28,3
11071,2016-03-22,2016-06-12,82
11072,2015-12-21,2016-03-02,72
11073,2016-05-20,2016-05-20,0
11074,2016-10-05,2016-10-24,19
11075,2015-11-21,2015-11-21,0
11076,2015-12-25,2015-12-25,0
11077,2016-02-04,2016-02-04,0
11078,2016-07-05,2016-07-05,0
11079,2015-07-11,2015-07-11,0
11080,2015-07-05,2015-07-10,5
11081,2015-08-16,2015-08-16,0
11082,2015-07-06,2015-10-19,105
11083,2015-12-16,2016-02-02,48
11084,2016-04-04,2016-04-04,0
11085,2016-05-13,2016-10-20,160
11086,2015-12-26,2015-12-26,0
11087,2015-10-22,2015-10-22,0
11088,2015-12-18,2015-12-18,0
11089,2015-10-10,2015-11-19,40
11090,2016-01-28,2016-01-28,0
11091,2015-07-13,2015-07-17,4
11092,2015-11-19,2015-12-17,28
11093,2015-07-05,2015-08-26,52
11094,2015-08-27,2015-10-14,48
11095,2015-07-11,2015-12-02,144
11096,2016-01-04,2016-01-28,24
11097,2016-03-12,2016-03-12,0
11098,2016-04-11,2016-10-26,198
11099,2015-07-25,2015-07-25,0
11100,2015-12-22,2016-02-07,47
11101,2016-06-05,2016-06-13,8
11102,2015-06-09,2015-06-13,4
11103,2015-06-14,2015-12-10,179
11104,2016-01-05,2016-06-15,162
11105,2016-06-16,2016-10-31,137
11106,2016-09-01,2016-09-01,0
11107,2015-07-18,2015-08-01,14
11108,2015-06-07,2015-06-07,0
11109,2015-09-02,2015-10-05,33
11110,2015-11-04,2015-11-17,13
11111,2015-12-24,2016-10-30,311
11112,2015-07-13,2015-12-05,145
11113,2016-02-29,2016-03-01,1
11114,2015-08-02,2015-08-02,0
11115,2015-10-19,2015-11-08,20
11116,2016-03-22,2016-03-22,0
11117,2015-10-02,2015-10-02,0
11118,2015-07-25,2015-07-25,0
11119,2015-09-28,2015-09-28,0
11120,2015-07-27,2015-07-27,0
11121,2015-08-28,2015-11-09,73
11122,2016-01-19,2016-01-19,0
11123,2016-04-26,2016-06-12,47
11124,2016-10-02,2016-10-02,0
11125,2016-02-03,2016-03-12,38
11126,2015-07-15,2015-08-03,19
11127,2015-11-26,2015-11-26,0
11128,2016-04-28,2016-07-13,76
11129,2016-08-29,2016-08-29,0
11130,2015-07-06,2015-07-06,0
11131,2015-08-23,2016-02-14,175
11132,2016-03-27,2016-04-10,14
11133,2016-06-08,2016-07-09,31
11134,2016-09-06,2016-09-06,0
11135,2015-09-11,2015-10-08,27
11136,2015-06-02,2015-09-07,97
11137,2016-07-10,2016-10-31,113
11138,2015-07-14,2015-07-14,0
11139,2015-07-06,2015-07-06,0
11140,2015-08-07,2015-08-08,1
11141,2015-10-18,2015-10-18,0
11142,2016-01-05,2016-01-05,0
11143,2015-09-17,2015-11-08,52
11144,2015-12-08,2016-01-22,45
11145,2016-04-18,2016-05-07,19
11146,2016-06-12,2016-06-12,0
11147,2015-06-09,2015-06-09,0
11148,2015-07-17,2015-08-23,37
11149,2015-10-19,2015-10-19,0
11150,2015-11-17,2016-01-15,59
11151,2016-05-04,2016-05-19,15
11152,2015-07-20,2015-07-20,0
11153,2015-07-16,2015-07-17,1
11154,2015-08-27,2015-09-30,34
11155,2016-09-06,2016-09-30,24
11156,2015-10-31,2015-10-31,0
11157,2016-02-23,2016-03-21,27
11158,2016-04-07,2016-05-15,38
11159,2016-10-07,2016-10-20,13
11160,2015-06-01,2015-09-22,113
11161,2015-09-23,2016-03-13,172
11162,2016-03-16,2016-03-28,12
11163,2016-03-30,2016-09-30,184
11164,2016-10-01,2016-10-24,23
11165,2016-04-13,2016-04-25,12
11166,2015-07-13,2015-07-16,3
11167,2015-08-14,2015-08-14,0
11168,2015-09-22,2015-11-05,44
11169,2016-03-07,2016-03-21,14
11170,2015-09-10,2015-09-10,0
11171,2016-05-24,2016-05-24,0
11172,2015-07-13,2016-05-21,313
11173,2016-07-08,2016-10-25,109
11174,2016-03-16,2016-03-16,0
11175,2015-06-10,2015-06-10,0
11176,2015-07-05,2015-08-11,37
11177,2015-08-14,2015-11-05,83
11178,2016-05-08,2016-05-22,14
11179,2015-11-28,2016-03-10,103
11180,2016-05-25,2016-05-29,4
11181,2016-07-03,2016-08-22,50
11182,2016-09-30,2016-10-14,14
11183,2015-07-08,2015-08-19,42
11184,2015-12-27,2016-01-20,24
11185,2016-03-04,2016-03-09,5
11186,2016-07-21,2016-08-07,17
11187,2015-07-13,2015-09-04,53
11188,2016-03-06,2016-03-10,4
11189,2015-06-08,2015-08-12,65
11190,2015-08-13,2016-10-31,445
11191,2015-11-25,2016-01-15,51
11192,2016-03-04,2016-05-24,81
11193,2016-07-08,2016-07-14,6
11194,2016-08-31,2016-10-29,59
11195,2015-11-05,2016-03-30,146
11196,2016-05-15,2016-06-05,21
11197,2016-07-10,2016-08-31,52
11198,2016-09-30,2016-09-30,0
11199,2016-10-30,2016-10-30,0
11200,2016-01-02,2016-10-27,299
11201,2015-11-22,2015-12-13,21
11202,2015-11-12,2015-12-22,40
11203,2016-01-23,2016-01-23,0
11204,2016-04-11,2016-04-18,7
11205,2016-06-22,2016-06-22,0
11206,2016-02-29,2016-02-29,0
11207,2015-12-08,2016-01-03,26
11208,2016-02-26,2016-05-28,92
11209,2016-07-03,2016-09-01,60
11210,2016-10-13,2016-10-17,4
11211,2015-06-20,2015-07-25,35
11212,2015-08-26,2015-09-28,33
11213,2015-11-11,2015-11-22,11
11214,2016-01-15,2016-05-15,121
11215,2016-06-23,2016-09-10,79
11216,2015-12-03,2015-12-26,23
11217,2016-02-02,2016-04-04,62
11218,2016-05-12,2016-09-23,134
11219,2016-10-22,2016-10-26,4
11220,2016-01-16,2016-01-16,0
11221,2015-11-30,2015-12-01,1
11222,2015-12-30,2016-01-09,10
11223,2016-02-19,2016-03-13,23
11224,2016-05-10,2016-05-19,9
11225,2016-06-30,2016-08-04,35
11226,2016-09-28,2016-10-19,21
11227,2015-12-25,2016-01-04,10
11228,2016-02-17,2016-02-17,0
11229,2016-03-28,2016-03-29,1
11230,2015-12-01,2015-12-10,9
11231,2016-02-06,2016-02-06,0
11232,2015-12-09,2016-01-31,53
11233,2016-05-01,2016-05-01,0
11234,2016-03-23,2016-04-29,37
11235,2016-08-16,2016-09-02,17
11236,2016-06-22,2016-08-04,43
11237,2016-10-18,2016-10-24,6
11238,2015-11-17,2015-11-17,0
11239,2016-01-04,2016-01-04,0
11240,2016-09-02,2016-09-02,0
11241,2016-10-05,2016-10-31,26
11242,2015-06-21,2015-06-21,0
11243,2015-08-10,2015-08-10,0
11244,2015-10-01,2015-10-11,10
11245,2015-12-06,2015-12-27,21
11246,2016-01-28,2016-02-20,23
11247,2016-03-22,2016-04-12,21
11248,2016-10-26,2016-10-26,0
11249,2015-11-11,2015-11-16,5
11250,2015-11-24,2015-11-24,0
11251,2016-01-31,2016-01-31,0
11252,2016-05-09,2016-05-09,0
11253,2016-07-01,2016-08-02,32
11254,2016-06-07,2016-08-25,79
11255,2016-04-15,2016-04-26,11
11256,2016-09-11,2016-10-26,45
11257,2015-11-18,2016-01-27,70
11258,2016-03-09,2016-07-10,123
11259,2016-08-27,2016-10-17,51
11260,2016-07-14,2016-09-28,76
11261,2015-11-14,2015-11-30,16
11262,2016-01-09,2016-02-16,38
11263,2016-04-21,2016-05-27,36
11264,2016-10-12,2016-10-19,7
11265,2015-11-10,2016-01-14,65
11266,2016-04-07,2016-06-03,57
11267,2015-05-31,2015-06-07,7
11268,2015-06-30,2015-07-31,31
11269,2015-09-20,2015-11-29,70
11270,2016-01-31,2016-01-31,0
11271,2015-12-07,2016-01-26,50
11272,2016-03-07,2016-04-03,27
11273,2016-05-15,2016-07-17,63
11274,2016-10-31,2016-10-31,0
11275,2016-07-31,2016-10-30,91
11276,2015-12-08,2015-12-22,14
11277,2016-06-01,2016-06-01,0
11278,2016-08-03,2016-08-24,21
11279,2016-07-18,2016-07-20,2
11280,2016-03-19,2016-04-17,29
11281,2016-08-25,2016-10-06,42
11282,2015-09-13,2015-09-13,0
11283,2015-10-23,2015-10-23,0
11284,2016-02-25,2016-02-29,4
11285,2016-04-10,2016-04-10,0
11286,2016-08-02,2016-08-02,0
11287,2016-09-16,2016-09-16,0
11288,2015-12-08,2015-12-08,0
11289,2016-06-15,2016-07-15,30
11290,2016-10-25,2016-10-25,0
11291,2015-11-17,2015-11-17,0
11292,2016-08-04,2016-08-05,1
11293,2016-01-17,2016-03-07,50
11294,2016-05-07,2016-05-07,0
11295,2016-06-29,2016-09-02,65
11296,2016-10-30,2016-10-30,0
11297,2016-05-10,2016-05-10,0
11298,2016-08-04,2016-09-01,28
11299,2015-06-08,2015-10-30,144
11300,2016-02-03,2016-03-12,38
11301,2016-04-26,2016-05-15,19
11302,2016-03-17,2016-03-17,0
11303,2015-12-08,2015-12-09,1
11304,2016-07-25,2016-08-17,23
11305,2016-02-08,2016-03-16,37
11306,2015-11-26,2016-01-03,38
11307,2016-03-17,2016-05-20,64
11308,2016-05-28,2016-06-20,23
11309,2016-08-17,2016-08-17,0
11310,2016-03-23,2016-05-20,58
11311,2016-08-26,2016-09-05,10
11312,2015-11-22,2015-11-22,0
11313,2016-02-12,2016-02-12,0
11314,2016-04-02,2016-04-02,0
11315,2016-07-23,2016-07-31,8
11316,2015-11-23,2015-12-14,21
11317,2015-11-08,2015-12-03,25
11318,2015-11-29,2015-11-29,0
11319,2016-02-05,2016-02-05,0
11320,2016-03-08,2016-03-16,8
11321,2016-04-15,2016-07-30,106
11322,2016-08-29,2016-10-26,58
11323,2015-12-20,2016-01-31,42
11324,2016-02-12,2016-02-12,0
11325,2016-07-31,2016-08-10,10
11326,2016-05-16,2016-07-01,46
11327,2016-09-15,2016-10-03,18
11328,2016-01-27,2016-07-21,176
11329,2015-11-11,2016-01-10,60
11330,2016-08-10,2016-09-05,26
11331,2016-09-16,2016-09-16,0
11332,2015-11-26,2016-02-04,70
11333,2016-04-26,2016-10-25,182
11334,2016-04-19,2016-10-18,182
11335,2015-06-03,2015-10-05,124
11336,2015-11-10,2016-04-14,156
11337,2016-10-19,2016-10-20,1
11338,2015-11-15,2015-12-14,29
11339,2015-12-15,2015-12-16,1
11340,2015-11-22,2015-11-24,2
11341,2015-12-10,2016-01-02,23
11342,2016-03-15,2016-07-14,121
11343,2016-01-15,2016-02-14,30
11344,2016-07-22,2016-10-31,101
11345,2016-02-22,2016-03-17,24
11346,2016-03-20,2016-07-20,122
11347,2016-09-23,2016-09-24,1
11348,2016-01-03,2016-01-13,10
11349,2016-02-13,2016-02-14,1
11350,2015-11-09,2015-11-29,20
11351,2016-01-12,2016-03-16,64
11352,2015-11-29,2016-01-11,43
11353,2016-05-12,2016-05-12,0
11354,2015-06-01,2015-08-05,65
11355,2016-02-10,2016-02-10,0
11356,2016-01-08,2016-01-14,6
11357,2016-03-25,2016-03-25,0
11358,2016-01-17,2016-03-21,64
11359,2016-10-01,2016-10-31,30
11360,2016-04-02,2016-09-03,154
11361,2016-10-18,2016-10-18,0
11362,2016-05-10,2016-05-18,8
11363,2016-09-10,2016-10-30,50
11364,2015-11-16,2016-03-13,118
11365,2016-03-14,2016-07-11,119
11366,2016-09-11,2016-10-31,50
11367,2015-11-06,2015-12-04,28
11368,2016-01-05,2016-01-05,0
11369,2016-02-07,2016-06-01,115
11370,2016-02-09,2016-02-09,0
11371,2016-03-12,2016-03-12,0
11372,2016-06-16,2016-06-24,8
11373,2016-08-05,2016-08-05,0
11374,2016-09-28,2016-09-28,0
11375,2016-01-22,2016-01-22,0
11376,2016-06-19,2016-06-19,0
11377,2016-07-25,2016-07-25,0
11378,2016-09-26,2016-10-17,21
11379,2015-06-18,2015-07-26,38
11380,2015-09-10,2015-10-05,25
11381,2015-12-02,2015-12-24,22
11382,2016-02-12,2016-04-05,53
11383,2016-06-26,2016-07-01,5
11384,2016-09-24,2016-09-24,0
11385,2016-05-10,2016-06-02,23
11386,2016-07-21,2016-07-21,0
11387,2016-02-02,2016-03-15,42
11388,2016-04-24,2016-07-06,73
11389,2015-11-17,2015-11-18,1
11390,2015-12-10,2015-12-11,1
11391,2016-02-03,2016-02-03,0
11392,2015-11-29,2015-11-29,0
11393,2015-11-26,2016-02-03,69
11394,2016-02-04,2016-05-19,105
11395,2016-05-20,2016-05-20,0
11396,2015-11-22,2016-03-11,110
11397,2016-04-11,2016-05-31,50
11398,2016-07-06,2016-09-16,72
11399,2015-11-04,2015-11-06,2
11400,2015-12-30,2016-01-13,14
11401,2016-03-06,2016-04-14,39
11402,2015-11-10,2016-02-16,98
11403,2016-03-25,2016-06-26,93
11404,2016-06-12,2016-06-20,8
11405,2016-05-03,2016-05-03,0
11406,2016-01-05,2016-01-25,20
11407,2015-11-13,2015-11-13,0
11408,2016-04-25,2016-05-10,15
11409,2016-03-06,2016-03-21,15
11410,2016-10-25,2016-10-26,1
11411,2016-09-04,2016-09-08,4
11412,2016-10-27,2016-10-27,0
11413,2015-11-19,2015-12-27,38
11414,2016-02-21,2016-03-03,11
11415,2016-05-24,2016-05-24,0
11416,2016-08-24,2016-09-18,25
11417,2016-02-21,2016-03-06,14
11418,2016-04-16,2016-04-23,7
11419,2016-07-08,2016-07-08,0
11420,2015-11-27,2015-11-27,0
11421,2015-06-09,2015-10-25,138
11422,2015-12-14,2016-04-14,122
11423,2016-03-07,2016-03-07,0
11424,2016-04-05,2016-04-05,0
11425,2015-11-04,2015-11-19,15
11426,2016-06-23,2016-06-25,2
11427,2016-01-01,2016-02-28,58
11428,2016-06-30,2016-07-07,7
11429,2016-08-25,2016-08-25,0
11430,2016-10-06,2016-10-21,15
11431,2016-01-10,2016-01-19,9
11432,2016-02-20,2016-03-05,14
11433,2016-04-18,2016-06-26,69
11434,2016-07-29,2016-09-26,59
11435,2015-11-30,2015-12-31,31
11436,2016-02-01,2016-07-02,152
11437,2016-08-14,2016-08-14,0
11438,2015-06-01,2016-03-30,303
11439,2016-05-15,2016-05-15,0
11440,2016-06-27,2016-10-25,120
11441,2015-06-01,2015-08-29,89
11442,2015-10-07,2016-10-31,390
11443,2015-12-23,2016-01-19,27
11444,2016-03-24,2016-05-20,57
11445,2016-10-04,2016-10-18,14
11446,2015-06-07,2015-06-07,0
11447,2015-07-10,2015-07-10,0
11448,2015-08-17,2015-08-17,0
11449,2015-12-20,2015-12-20,0
11450,2016-02-21,2016-02-21,0
11451,2016-05-09,2016-05-09,0
11452,2016-06-24,2016-06-24,0
11453,2016-07-24,2016-07-24,0
11454,2016-01-15,2016-03-07,52
11455,2015-11-15,2015-12-17,32
11456,2016-03-15,2016-05-23,69
11457,2016-07-22,2016-09-05,45
11458,2015-11-22,2015-12-20,28
11459,2016-06-11,2016-08-09,59
11460,2015-12-22,2016-05-09,139
11461,2016-10-26,2016-10-26,0
11462,2015-12-11,2016-02-20,71
11463,2016-06-27,2016-07-09,12
11464,2015-06-14,2015-07-18,34
11465,2015-09-11,2015-10-09,28
11466,2015-11-25,2015-11-27,2
11467,2016-04-10,2016-05-09,29
11468,2015-12-12,2016-02-06,56
11469,2016-03-26,2016-03-26,0
11470,2016-06-11,2016-06-11,0
11471,2016-10-04,2016-10-04,0
11472,2016-07-10,2016-08-17,38
11473,2016-09-30,2016-09-30,0
11474,2016-10-31,2016-10-31,0
11475,2016-01-31,2016-02-20,20
11476,2016-04-24,2016-06-08,45
11477,2016-07-23,2016-07-23,0
11478,2016-06-22,2016-06-22,0
11479,2015-11-10,2015-11-14,4
11480,2015-12-26,2016-03-29,94
11481,2016-05-06,2016-10-31,178
11482,2016-01-17,2016-03-19,62
11483,2016-04-17,2016-04-17,0
11484,2016-06-08,2016-06-08,0
11485,2016-03-28,2016-03-28,0
11486,2015-11-24,2015-11-24,0
11487,2015-12-24,2015-12-24,0
11488,2016-01-25,2016-04-11,77
11489,2016-05-19,2016-06-30,42
11490,2016-08-19,2016-08-19,0
11491,2016-01-23,2016-01-26,3
11492,2016-03-20,2016-03-20,0
11493,2016-05-23,2016-07-03,41
11494,2016-08-01,2016-10-23,83
11495,2015-12-03,2015-12-03,0
11496,2016-01-06,2016-08-20,227
11497,2016-09-22,2016-10-22,30
11498,2016-04-18,2016-04-18,0
11499,2016-01-11,2016-01-11,0
11500,2016-07-10,2016-07-10,0
11501,2016-06-07,2016-06-29,22
11502,2015-12-02,2015-12-02,0
11503,2016-01-04,2016-01-04,0
11504,2016-04-25,2016-04-25,0
11505,2016-07-19,2016-07-19,0
11506,2015-08-10,2015-08-27,17
11507,2016-01-04,2016-01-31,27
11508,2016-02-29,2016-03-19,19
11509,2016-05-11,2016-06-08,28
11510,2016-07-20,2016-07-26,6
11511,2015-06-02,2015-11-02,153
11512,2015-12-24,2016-08-17,237
11513,2016-09-15,2016-10-30,45
11514,2016-02-15,2016-04-02,47
11515,2016-04-04,2016-04-04,0
11516,2016-06-13,2016-10-17,126
11517,2016-04-19,2016-05-03,14
11518,2015-07-15,2015-07-15,0
11519,2015-08-17,2015-09-20,34
11520,2015-10-31,2016-02-22,114
11521,2016-03-27,2016-05-29,63
11522,2016-07-26,2016-07-28,2
11523,2015-11-21,2015-11-21,0
11524,2015-12-22,2016-01-05,14
11525,2016-03-01,2016-03-20,19
11526,2016-05-19,2016-05-24,5
11527,2016-08-21,2016-08-21,0
11528,2016-09-22,2016-09-22,0
11529,2016-10-30,2016-10-30,0
11530,2015-11-20,2016-01-12,53
11531,2016-01-13,2016-01-25,12
11532,2016-02-25,2016-03-30,34
11533,2016-05-12,2016-05-21,9
11534,2016-09-01,2016-10-26,55
11535,2016-07-05,2016-07-26,21
11536,2015-12-19,2016-01-05,17
11537,2016-02-07,2016-03-02,24
11538,2016-07-27,2016-10-26,91
11539,2016-01-08,2016-02-24,47
11540,2016-05-09,2016-05-09,0
11541,2016-06-13,2016-07-05,22
11542,2016-08-12,2016-08-12,0
11543,2015-12-14,2015-12-14,0
11544,2016-01-31,2016-02-05,5
11545,2016-04-21,2016-04-21,0
11546,2016-06-09,2016-08-02,54
11547,2016-10-01,2016-10-16,15
11548,2016-05-03,2016-05-03,0
11549,2015-12-18,2015-12-22,4
11550,2016-01-31,2016-02-04,4
11551,2015-11-30,2015-12-24,24
11552,2016-03-15,2016-03-15,0
11553,2016-05-22,2016-05-22,0
11554,2016-09-18,2016-09-19,1
11555,2016-01-18,2016-02-03,16
11556,2015-11-25,2015-12-24,29
11557,2015-06-01,2015-07-12,41
11558,2015-07-13,2015-07-21,8
11559,2015-12-20,2016-04-14,116
11560,2016-07-25,2016-07-25,0
11561,2016-01-23,2016-01-23,0
11562,2016-06-16,2016-06-16,0
11563,2016-07-29,2016-07-29,0
11564,2016-09-12,2016-09-16,4
11565,2016-04-09,2016-07-11,93
11566,2015-11-04,2016-01-06,63
11567,2016-02-21,2016-02-24,3
11568,2016-07-12,2016-08-10,29
11569,2016-09-10,2016-10-29,49
11570,2015-12-25,2016-04-10,107
11571,2016-02-06,2016-08-06,182
11572,2015-06-01,2016-02-05,249
11573,2016-08-04,2016-10-31,88
11574,2015-09-24,2015-09-25,1
11575,2015-10-07,2015-10-07,0
11576,2015-11-05,2015-11-07,2
11577,2015-06-17,2015-06-30,13
11578,2015-08-19,2015-08-31,12
11579,2015-11-08,2015-11-08,0
11580,2016-01-14,2016-03-09,55
11581,2016-04-14,2016-05-17,33
11582,2016-07-20,2016-08-13,24
11583,2016-10-01,2016-10-24,23
11584,2016-09-04,2016-09-04,0
11585,2015-11-05,2015-11-08,3
11586,2015-12-08,2015-12-08,0
11587,2016-01-08,2016-04-26,109
11588,2016-04-27,2016-04-27,0
11589,2016-07-18,2016-07-26,8
11590,2016-10-15,2016-10-15,0
11591,2016-01-08,2016-01-08,0
11592,2016-01-14,2016-02-08,25
11593,2015-11-05,2015-11-23,18
11594,2015-12-29,2016-05-09,132
11595,2016-07-04,2016-08-28,55
11596,2016-10-04,2016-10-17,13
11597,2015-11-24,2015-11-24,0
11598,2015-12-22,2015-12-22,0
11599,2016-02-10,2016-02-10,0
11600,2016-03-30,2016-04-04,5
11601,2016-09-20,2016-10-26,36
11602,2016-05-05,2016-08-21,108
11603,2016-10-27,2016-10-30,3
11604,2016-02-14,2016-08-07,175
11605,2015-11-26,2016-02-04,70
11606,2016-08-14,2016-10-31,78
11607,2015-11-15,2016-04-04,141
11608,2016-04-15,2016-04-23,8
11609,2016-05-24,2016-05-24,0
11610,2016-07-01,2016-07-01,0
11611,2015-06-08,2015-10-13,127
11612,2016-01-13,2016-03-21,68
11613,2016-04-16,2016-05-09,23
11614,2016-06-13,2016-09-15,94
11615,2016-10-19,2016-10-19,0
11616,2016-02-23,2016-02-23,0
11617,2016-05-16,2016-05-16,0
11618,2016-10-13,2016-10-13,0
11619,2016-03-28,2016-07-02,96
11620,2015-06-01,2015-07-13,42
11621,2015-09-15,2015-11-22,68
11622,2015-12-26,2015-12-26,0
11623,2016-08-23,2016-09-18,26
11624,2015-12-02,2015-12-16,14
11625,2016-02-04,2016-06-04,121
11626,2016-07-15,2016-08-30,46
11627,2015-12-01,2016-03-22,112
11628,2016-03-24,2016-05-25,62
11629,2015-12-31,2016-02-03,34
11630,2015-11-23,2015-11-23,0
11631,2016-04-22,2016-04-28,6
11632,2016-06-03,2016-07-25,52
11633,2016-10-16,2016-10-22,6
11634,2015-11-28,2016-03-11,104
11635,2016-04-13,2016-08-20,129
11636,2015-06-07,2015-08-12,66
11637,2015-06-20,2015-09-24,96
11638,2015-10-24,2015-10-24,0
11639,2015-12-27,2016-01-09,13
11640,2016-02-09,2016-02-09,0
11641,2016-03-13,2016-03-13,0
11642,2016-03-18,2016-03-18,0
11643,2015-11-24,2016-10-31,342
11644,2016-04-08,2016-04-08,0
11645,2016-07-19,2016-07-19,0
11646,2016-10-25,2016-10-25,0
11647,2015-11-17,2015-11-17,0
11648,2016-04-24,2016-04-24,0
11649,2016-07-25,2016-08-07,13
11650,2015-11-27,2016-04-19,144
11651,2016-04-20,2016-10-23,186
11652,2016-07-16,2016-10-09,85
11653,2015-07-09,2016-04-05,271
11654,2016-04-14,2016-04-17,3
11655,2016-10-14,2016-10-30,16
11656,2015-12-02,2016-01-22,51
11657,2015-12-26,2015-12-26,0
11658,2016-05-30,2016-08-05,67
11659,2016-10-05,2016-10-05,0
11660,2015-11-18,2015-11-20,2
11661,2016-01-03,2016-01-12,9
11662,2016-05-19,2016-05-19,0
11663,2016-07-11,2016-07-11,0
11664,2016-07-21,2016-07-26,5
11665,2016-02-26,2016-02-26,0
11666,2016-04-12,2016-05-25,43
11667,2016-07-27,2016-07-27,0
11668,2016-10-25,2016-10-25,0
11669,2015-12-13,2016-01-13,31
11670,2016-01-14,2016-03-07,53
11671,2016-05-03,2016-05-03,0
11672,2015-12-02,2015-12-02,0
11673,2016-04-16,2016-04-26,10
11674,2015-11-06,2015-11-20,14
11675,2015-06-05,2016-02-25,265
11676,2016-04-02,2016-05-27,55
11677,2016-07-24,2016-07-24,0
11678,2016-09-21,2016-10-31,40
11679,2016-07-29,2016-07-29,0
11680,2016-05-16,2016-05-16,0
11681,2015-12-01,2016-05-17,168
11682,2016-06-17,2016-08-31,75
11683,2016-01-17,2016-03-13,56
11684,2015-12-06,2015-12-19,13
11685,2016-03-10,2016-04-28,49
11686,2016-06-30,2016-07-14,14
11687,2016-09-03,2016-10-06,33
11688,2015-08-16,2015-08-16,0
11689,2015-11-10,2015-12-11,31
11690,2015-12-10,2015-12-19,9
11691,2016-01-24,2016-01-25,1
11692,2016-10-23,2016-10-30,7
11693,2016-01-26,2016-05-20,115
11694,2016-05-21,2016-07-21,61
11695,2016-07-22,2016-10-22,92
11696,2015-12-03,2015-12-28,25
11697,2016-03-03,2016-03-03,0
11698,2016-04-06,2016-04-06,0
11699,2016-06-12,2016-06-16,4
11700,2016-10-19,2016-10-27,8
11701,2015-12-26,2015-12-26,0
11702,2016-08-19,2016-09-05,17
11703,2015-06-01,2015-07-26,55
11704,2015-08-12,2015-10-20,69
11705,2016-03-31,2016-10-13,196
11706,2015-10-21,2016-01-26,97
11707,2016-01-28,2016-03-29,61
11708,2015-06-03,2015-07-12,39
11709,2015-12-29,2016-01-02,4
11710,2016-07-12,2016-07-19,7
11711,2015-12-03,2016-01-29,57
11712,2016-03-11,2016-07-21,132
11713,2016-01-21,2016-02-04,14
