"","UserID","region","municipality_size","household_size","GenderID","Age","employment","income","children_per_household","social_class","education","life_stage"
"4483",9453,"4","4",5,"1",46,"2","5",2,"3","5","6"
"4484",4192,"2","6",2,"1",57,"2","4",0,"1","7","4"
"4485",4193,"4","5",2,"2",78,"7","6",0,"2","5","4"
"4486",4194,"3","6",3,"2",31,"2","5",1,"2",NA,"5"
"4487",4195,"4","6",1,"2",55,"2","3",0,"3","3","2"
"4488",4196,"2","4",1,"2",52,"3","3",0,"4","3","2"
"4489",4197,"1","5",2,"2",67,"9","5",0,"3","5","4"
"4490",7918,"1","5",2,"2",67,"9","5",0,"3","5","4"
"4491",4198,"5","4",2,"2",55,"2",NA,0,"2","4","4"
"4492",4199,"2","3",2,"2",66,"7","3",0,"5","4","4"
"4493",4200,"1","5",2,"2",68,"7","4",0,"4","4","4"
"4494",4201,"4","4",3,"2",60,"9",NA,0,"5","3","7"
"4495",4202,"5","5",1,"2",76,"7",NA,0,"4","4","2"
"4496",4203,"5","3",2,"2",43,"3","4",0,"2","4","3"
"4497",7919,"5","3",2,"2",43,"3","4",0,"2","4","3"
"4498",4204,"2","6",2,"1",71,"7","5",0,"4","4","4"
"4499",4205,"4","4",2,"1",71,"7","4",0,"4","4","4"
"4500",4206,"3","6",4,"2",45,"5","6",0,"1","4","7"
"4501",4207,"4","4",5,"2",40,"2","6",3,"1","8","5"
"4502",7920,"3","4",2,"2",30,"8","2",0,"4","7","3"
"4503",4208,"3","4",2,"2",30,"8","2",0,"4","7","3"
"4504",8955,"3","4",2,"2",30,"8","2",0,"4","7","3"
"4505",4209,"2","6",2,"2",60,"4",NA,0,"3","2","4"
"4506",4210,"2","6",2,"1",31,"2","6",0,"3","1","3"
"4507",4211,"2","6",2,"2",24,"4","2",0,"2","6","3"
"4508",4212,"2","4",1,"1",82,"7","2",0,"3","5","2"
"4509",4213,"2","5",1,"1",82,"7","2",0,"2","7","2"
"4510",4214,"2","3",2,"1",62,"4","3",0,"5","3","4"
"4511",4215,"2","5",3,"1",64,"4","5",0,"3","2","7"
"4512",7921,"5","4",2,"2",64,"2","4",0,"3","2","4"
"4513",4216,"5","4",2,"2",64,"2","4",0,"3","2","4"
"4514",7922,"3","3",2,"2",71,"7","3",0,"5","3","4"
"4515",4217,"3","3",2,"2",71,"7","3",0,"5","3","4"
"4516",4218,"2","5",3,"2",48,"2","4",1,"2","7","9"
"4517",4219,"5","5",1,"2",71,"7","3",0,"1","8","2"
"4518",4220,"2","5",1,"2",61,"7","2",0,"5","2","2"
"4519",4221,"4","6",2,"2",76,"7","2",0,"5","2","4"
"4520",4222,"4","6",1,"2",36,"4","2",0,"3","7","1"
"4521",4223,"4","6",2,"2",61,"3","5",0,"2","3","4"
"4522",7923,"5","6",4,"1",55,"2","5",1,"2","5","6"
"4523",4224,"5","6",4,"1",55,"2","5",1,"2","5","6"
"4524",4225,"2","6",2,"2",24,"8","2",0,"1","7","3"
"4525",4226,"5","5",1,"2",51,"2","1",0,"2","4","2"
"4526",7924,"4","4",2,"2",45,"2","5",0,"2","7","4"
"4527",4227,"4","4",2,"2",45,"2","5",0,"2","7","4"
"4528",4228,"5","5",3,"2",40,"2","4",1,"4","2","6"
"4529",9552,"3","4",2,"2",58,"9","2",0,"4","5","4"
"4530",4229,"3","4",2,"2",58,"9","2",0,"4","5","4"
"4531",9548,"5","4",2,"2",25,"2",NA,0,"1","6","3"
"4532",4230,"5","4",2,"2",25,"2",NA,0,"1","6","3"
"4533",4231,"4","4",3,"2",50,"3","6",0,"1","8","7"
"4534",9622,"2","5",2,"2",75,"7",NA,0,"5","5","4"
"4535",4232,"2","3",3,"2",60,"9","4",0,"3","2","7"
"4536",4233,"2","5",4,"2",51,"3",NA,2,"3","4","6"
"4537",4234,"2","6",2,"1",60,"3","7",0,"1","7","4"
"4538",4235,"4","6",1,"2",26,"2","5",0,"1","8","1"
"4539",4236,"5","4",2,"2",66,"7",NA,0,"5","3","4"
"4540",4237,"3","4",1,"2",76,"7","2",0,"3","3","2"
"4541",4238,"1","5",2,"2",21,"2","5",0,"1","4","3"
"4542",9267,"1","5",2,"2",21,"2","5",0,"1","4","3"
"4543",4239,"3","4",3,"2",27,"1","5",1,"1","5","5"
"4544",7925,"3","4",3,"2",27,"1","5",1,"1","5","5"
"4545",4240,"3","4",1,"2",47,"2","1",0,"3","5","2"
"4546",4241,"3","3",1,"1",30,"2",NA,0,"2","4","1"
"4547",4242,"3","6",1,"2",68,"7","2",0,"5","2","2"
"4548",4243,"4","6",2,"1",61,"4","4",0,"5","2","4"
"4549",9268,"2","4",8,"2",46,"9","4",6,"3","4","5"
"4550",7926,"2","4",8,"2",46,"9","4",6,"3","4","5"
"4551",9454,"2","4",8,"2",46,"9","4",6,"3","4","5"
"4552",4244,"2","4",8,"2",46,"9","4",6,"3","4","5"
"4553",4245,"4","4",3,"2",36,"2",NA,1,"4","2","8"
"4554",4246,"1","5",1,"2",26,"3",NA,0,"1","8","1"
"4555",4247,"5","4",4,"2",44,"2","4",2,"2","6","6"
"4556",4248,"2","3",2,"2",41,"2","1",1,"3","3","8"
"4557",4250,"2","5",2,"1",38,"2","3",0,"3",NA,"3"
"4558",8956,"2","5",2,"1",38,"2","3",0,"3",NA,"3"
"4559",7927,"2","5",2,"1",38,"2","3",0,"3",NA,"3"
"4560",4251,"4","6",3,"2",33,"2","4",1,"1","6","6"
"4561",4252,"4","4",4,"1",40,"2","5",2,"1","4","5"
"4562",4253,"5","4",3,"1",53,"3","5",0,"2","4","7"
"4563",4254,"5","4",2,"2",30,"2","2",0,"3","4","3"
"4564",4255,"2","4",5,"2",39,"2",NA,3,"4","5","5"
"4565",4256,"5","5",4,"2",41,"2","5",2,"3",NA,"6"
"4566",9528,"5","6",2,"2",28,"2","2",0,"2","7","3"
"4567",9549,"5","6",2,"2",28,"2","2",0,"2","7","3"
"4568",4257,"5","6",2,"2",28,"2","2",0,"2","7","3"
"4569",4258,"1","9",2,"2",49,"2",NA,1,"2","5","8"
"4570",4259,"5","4",3,"2",34,"5","1",0,"3","8","7"
"4571",4260,"2","4",4,"2",34,"2",NA,2,"3","4","5"
"4572",4261,"2","5",1,"1",59,"4","2",0,"4","3","2"
"4573",4262,"1","8",1,"2",59,"2","5",0,"2","7","2"
"4574",4263,"2","5",4,"2",38,"6","2",3,"4",NA,"8"
"4575",4264,"2","4",3,"2",59,"9",NA,0,"4",NA,"7"
"4576",4265,"1","8",4,"2",37,"2","4",2,"4","3","6"
"4577",4267,"3","6",4,"2",37,"2",NA,2,"4","4","6"
"4578",4268,"5","5",1,"1",73,"7","2",0,"3","5","2"
"4579",4269,"2","4",3,"2",58,"9","2",0,"5","2","9"
"4580",4270,"2","4",1,"2",58,"2","3",0,"2","4","2"
"4581",4271,"3","3",1,"1",50,"5","2",0,"4","4","2"
"4582",4272,"2","4",1,"1",62,"3","5",0,"1","8","2"
"4583",4273,"2","6",2,"2",38,"2","7",0,"1","7","3"
"4584",4274,"5","4",2,"2",63,"4","5",0,"1","3","4"
"4585",7928,"5","4",2,"1",56,"2","3",0,"3","4","4"
"4586",4275,"5","4",2,"1",56,"2","3",0,"3","4","4"
"4587",4276,"5","3",1,"2",58,"5","1",0,"5","3","2"
"4588",4277,"5","4",3,"1",40,"2","5",1,"2","6","6"
"4589",4278,"5","5",2,"2",53,"2","5",0,"2","2","4"
"4590",4279,"3","4",3,"2",57,"9","5",0,"2","5","7"
"4591",7929,"3","4",3,"2",57,"9","5",0,"2","5","7"
"4592",4280,"5","6",2,"1",51,"2","5",0,"2","4","4"
"4593",4281,"2","6",4,"2",42,"2",NA,2,"2","6","6"
"4594",4282,"1","8",1,"2",64,"7","2",0,"2","6","2"
"4595",4283,"3","3",1,"2",42,"2","3",0,"2","6","1"
"4596",4284,"1","7",4,"1",33,"2","4",2,"2","4","6"
"4597",7930,"2","5",2,"1",61,"3","5",0,"2","6","4"
"4598",4285,"5","6",3,"2",49,"9","2",0,"5","3","9"
"4599",4286,"3","3",2,"2",56,"2","3",0,"2","5","9"
"4600",4287,"5","6",1,"2",71,"2","2",0,"3","4","2"
"4601",4288,"3","1",2,"2",69,"7",NA,0,"5","3","4"
"4602",4289,"4","5",2,"1",46,"2","5",0,"2","5","3"
"4603",7931,"4","5",2,"1",46,"2","5",0,"2","5","3"
"4604",4290,"1","8",1,"2",49,"3","5",0,"2","7","2"
"4605",4291,"3","6",1,"2",52,"2",NA,0,"2","6","2"
"4606",4292,"4","4",2,"2",57,"1",NA,0,"1","4","4"
"4607",8957,"4","4",2,"2",57,"1",NA,0,"1","4","4"
"4608",4293,"3","3",2,"1",80,"7","5",0,"1","7","4"
"4609",4294,"5","4",1,"2",58,"6","2",0,"4",NA,"2"
"4610",7932,"2","4",2,"2",48,"1","3",0,"2","4","4"
"4611",4295,"2","4",2,"2",48,"1","3",0,"2","4","4"
"4612",4296,"2","6",1,"2",50,"2","5",0,"2","7","2"
"4613",4297,"1","5",1,"2",61,"6","1",0,"4","5","2"
"4614",7933,"2","4",2,"2",80,"7","2",0,"5","2","4"
"4615",9269,"5","4",4,"2",50,"1","2",2,"1","8","8"
"4616",4298,"5","4",4,"2",50,"1","2",2,"1","8","8"
"4617",9270,"1","4",3,"1",61,"3","6",0,"3","3","7"
"4618",9455,"1","4",3,"1",61,"3","6",0,"3","3","7"
"4619",4299,"1","4",3,"1",61,"3","6",0,"3","3","7"
"4620",4300,"2","6",7,"1",53,"2","5",3,"1","6","6"
"4621",4301,"1","9",3,"1",62,"2","4",0,"2","4","7"
"4622",7934,"1","9",3,"1",62,"2","4",0,"2","4","7"
"4623",4302,"4","4",1,"2",57,"3","5",0,"3",NA,"2"
"4624",4303,"5","4",2,"2",63,"9","5",0,"4","4","4"
"4625",7935,"5","4",2,"2",63,"9","5",0,"4","4","4"
"4626",8958,"3","4",3,"2",48,"2","4",1,"2","7","8"
"4627",4305,"3","4",3,"2",48,"2","4",1,"2","7","8"
"4628",4306,"3","5",2,"1",50,"2","7",0,"3","4","4"
"4629",4307,"2","6",2,"1",67,"7","2",0,"5","1","4"
"4630",4308,"2","4",4,"2",49,"9","3",1,"4","2","6"
"4631",4309,"4","6",2,"2",79,"7",NA,0,"3","3","4"
"4632",9271,"3","5",3,"2",23,"8",NA,0,"5","5","7"
"4633",4310,"3","5",3,"2",23,"8",NA,0,"5","5","7"
"4634",4311,"4","6",1,"2",69,"7",NA,0,"5","3","2"
"4635",4312,"2","4",2,"2",38,"4","2",1,"4","4","8"
"4636",4313,"5","3",2,"2",69,"7",NA,0,"5","4","4"
"4637",4314,"5","3",2,"2",47,"2","3",0,"2","2","4"
"4638",4315,"3","5",2,"2",79,"7","2",0,"5","3","4"
"4639",4316,"1","6",2,"1",71,"7","4",0,"5","2","4"
"4640",4317,"2","3",1,"1",73,"7","5",0,"1","7","2"
"4641",4318,"5","5",2,"2",59,"3","6",0,"3","6","4"
"4642",4319,"5","5",2,"1",71,"7","5",0,"2","6","4"
"4643",4320,"2","6",1,"2",78,"9","2",0,"5","2","2"
"4644",4321,"3","6",1,"2",36,"2","5",0,"1","8","1"
"4645",7936,"2","4",4,"2",37,"5","2",2,"3","4","6"
"4646",4322,"2","4",4,"2",37,"5","2",2,"3","4","6"
"4647",4323,"4","5",1,"1",65,"6","2",0,"4","4","2"
"4648",4324,"2","4",3,"1",59,"3","5",0,"2","5","7"
"4649",4325,"5","4",2,"1",49,"2","5",0,"4","4","4"
"4650",7937,"1","8",2,"1",66,"7","5",0,"2","4","4"
"4651",4326,"1","8",2,"1",66,"7","5",0,"2","4","4"
"4652",4327,"3","4",3,"1",65,"4","3",0,"4","3","7"
"4653",4328,"3","1",1,"1",46,"2","4",0,"3","4","2"
"4654",4329,"4","4",3,"1",52,"2","4",0,"3","4","7"
"4655",7938,"4","6",6,"1",48,"2","2",1,"4","4","6"
"4656",4330,"4","6",6,"1",48,"2","2",1,"4","4","6"
"4657",9529,"4","6",6,"1",48,"2","2",1,"4","4","6"
"4658",8959,"2","6",3,"1",64,"2","2",0,"2","7","7"
"4659",4331,"2","6",2,"2",59,"4","3",0,"4","5","4"
"4660",4332,"2","4",2,"2",31,"3","6",0,"1","8","3"
"4661",4333,"1","7",1,"1",59,"3",NA,0,"2","6","2"
"4662",4334,"4","5",2,"2",45,"5",NA,0,"3","4","4"
"4663",4335,"5","6",1,"2",66,"4","2",0,"4","4","2"
"4664",9623,"2","4",2,"2",78,"7","2",0,"2","6","4"
"4665",4336,"2","5",1,"1",58,"2","3",0,"4","2","2"
"4666",4337,"5","6",2,"1",73,"7","5",0,"2","6","4"
"4667",4338,"4","6",2,"1",71,"7","5",0,"1","8","4"
"4668",4339,"1","5",1,"1",67,"7","4",0,"1","8","2"
"4669",4340,"4","6",3,"2",56,"6","2",0,"5","2","9"
"4670",4341,"4","6",2,"2",65,"9",NA,0,"4","2","4"
"4671",7939,"5","3",2,"1",57,"2","4",0,"4","2","4"
"4672",4342,"5","3",2,"1",57,"2","4",0,"4","2","4"
"4673",4343,"2","5",3,"2",36,"2","6",1,"1","8","8"
"4674",4344,"5","4",3,"2",44,"2","2",2,"3","4","8"
"4675",7940,"4","4",2,"1",43,"2","5",0,"1","8","3"
"4676",4345,"4","4",2,"1",43,"2","5",0,"1","8","3"
"4677",4346,"4","4",4,"2",36,"2","4",2,"2","4","6"
"4678",4347,"4","6",2,"2",70,"7","5",0,"2","6","4"
"4679",4348,"4","4",1,"1",45,"2","3",0,"2","4","2"
"4680",4349,"5","4",1,"2",64,"4","2",0,"4","4","2"
"4681",4351,"5","6",3,"2",40,"2","5",1,"2","5","8"
"4682",4352,"3","4",1,"2",78,"7","2",0,"4","4","2"
"4683",4353,"4","6",1,"1",71,"1","4",0,"1","8","2"
"4684",4354,"2","6",2,"2",72,"7","3",0,"5","4","4"
"4685",4355,"5","6",2,"2",48,"2","5",0,"2","6","4"
"4686",4356,"2","4",3,"2",58,"5","5",0,"1","7","7"
"4687",4358,"1","8",1,"2",62,"4","1",0,"5","1","2"
"4688",4359,"4","5",1,"1",79,"7","2",0,"5","3","2"
"4689",4360,"5","5",2,"1",63,"2",NA,0,"2","4","4"
"4690",7941,"5","5",2,"1",63,"2",NA,0,"2","4","4"
"4691",7942,"3","5",2,"2",59,"9","3",0,"5","2","4"
"4692",4361,"4","5",4,"2",38,"9","4",2,"4","4","6"
"4693",4362,"5","4",3,"2",56,"9",NA,0,"4","5","7"
"4694",4363,"4","5",1,"1",63,"2","7",0,"1",NA,"2"
"4695",4364,"4","5",2,"2",64,"7","2",0,"3","5","4"
"4696",4365,"1","8",2,"1",61,"4","3",0,"3","6","4"
"4697",7943,"1","7",2,"1",51,"4","4",0,"3","4","4"
"4698",4366,"5","4",1,"1",83,"7","2",0,"5","3","2"
"4699",4367,"2","5",1,"2",67,"7","3",0,"4","4","2"
"4700",4368,"1","7",1,"2",63,"3","3",0,"4","3","2"
"4701",4369,"2","4",1,"2",25,"2","2",0,"2","7","1"
"4702",4370,"5","5",1,"2",80,"7","3",0,"5","2","2"
"4703",9456,"5","4",2,"1",64,"2",NA,0,"3","4","4"
"4704",4371,"5","4",2,"1",64,"2",NA,0,"3","4","4"
"4705",7944,"3","5",2,"2",60,"3","4",0,"2","5","4"
"4706",4372,"3","5",2,"2",60,"3","4",0,"2","5","4"
"4707",4373,"4","5",2,"2",57,"2","5",0,"3","7","4"
"4708",4374,"3","5",2,"2",72,"7","4",0,"5","2","4"
"4709",4376,"1","5",1,"2",74,"7",NA,0,"5","3","2"
"4710",4377,"2","4",2,"1",69,"7","4",0,"5","3","4"
"4711",4378,"5","6",1,"2",72,"7",NA,0,"5","3","2"
"4712",4379,"1","4",1,"2",41,"2","1",0,"2","4","1"
"4713",4380,"5","6",1,"2",35,"2","2",0,"2","6","1"
"4714",4381,"4","4",2,"1",56,"2",NA,0,"1","4","4"
"4715",4382,"5","3",3,"2",53,"2","3",1,"2","4","6"
"4716",7945,"5","3",3,"2",53,"2","3",1,"2","4","6"
"4717",7946,"2","4",3,"2",35,"2","3",1,"3","6","5"
"4718",4383,"2","4",3,"2",35,"2","3",1,"3","6","5"
"4719",7947,"3","5",4,"1",47,"2","2",2,"3","4","6"
"4720",4384,"4","6",1,"2",60,"4","2",0,"4","4","2"
"4721",4385,"3","5",4,"2",44,"2","3",2,"4","4","6"
"4722",9457,"3","5",4,"2",44,"2","3",2,"4","4","6"
"4723",8960,"2","5",2,"2",67,"7","2",0,"5","3","4"
"4724",7948,"2","5",2,"2",67,"7","2",0,"5","3","4"
"4725",4386,"2","5",2,"2",67,"7","2",0,"5","3","4"
"4726",4387,"2","5",1,"2",52,"4","1",0,"4","4","2"
"4727",4388,"2","4",3,"2",26,"2","2",1,"2","2","5"
"4728",4389,"2","5",1,"2",78,"7","2",0,"2","6","2"
"4729",4390,"2","6",1,"2",51,"2","4",0,"2","5","2"
"4730",4391,"4","4",2,"2",67,"7","4",0,"5","3","4"
"4731",4392,"1","7",1,"1",58,"2","5",0,"2","6","2"
"4732",4393,"5","4",2,"2",59,"9","3",0,"3","2","4"
"4733",4394,"3","5",4,"1",46,"2","6",2,"1","8","6"
"4734",4395,"5","4",1,"1",66,"2","3",0,"4","1","2"
"4735",4396,"2","6",5,"2",40,"1","6",3,"1","6","8"
"4736",7949,"2","6",5,"2",40,"1","6",3,"1","6","8"
"4737",4397,"2","5",2,"1",47,"1",NA,0,"1","7","4"
"4738",7950,"5","3",2,"2",69,"9","2",0,"5","2","4"
"4739",4398,"5","3",2,"2",69,"9","2",0,"5","2","4"
"4740",4399,"3","4",1,"2",63,"4","2",0,"3","7","2"
"4741",4400,"3","5",2,"2",56,"9",NA,0,"3","2","4"
"4742",8961,"5","4",3,"1",47,"2","4",0,"2","4","7"
"4743",4402,"5","4",3,"1",47,"2","4",0,"2","4","7"
"4744",7951,"5","4",2,"2",63,"9",NA,0,"4","2","4"
"4745",4403,"5","4",2,"2",63,"9",NA,0,"4","2","4"
"4746",4404,"2","4",2,"1",65,"4","7",0,"3","8","4"
"4747",4405,"2","4",3,"2",67,"9","5",0,"3","2","7"
"4748",9624,"4","6",3,"1",56,"2","2",0,"4","3","7"
"4749",9625,"3","4",5,"2",38,"2",NA,3,"4","2","6"
"4750",4406,"4","5",2,"2",27,"2","5",0,"2","7","3"
"4751",4407,"4","6",2,"2",49,"4","5",0,"5","2","4"
"4752",4409,"2","5",4,"1",65,"2",NA,0,"1","8","7"
"4753",4410,"3","4",5,"2",48,"3","5",2,"1","4","6"
"4754",9272,"3","4",5,"2",48,"3","5",2,"1","4","6"
"4755",9458,"3","4",5,"2",48,"3","5",2,"1","4","6"
"4756",4411,"5","4",4,"1",47,"2","7",2,"1","6","6"
"4757",4412,"2","4",2,"1",31,"2","3",0,"1","7","3"
"4758",7952,"2","4",2,"1",31,"2","3",0,"1","7","3"
"4759",9530,"3","4",2,"2",57,"1","4",0,"1","3","4"
"4760",4413,"3","4",2,"2",57,"1","4",0,"1","3","4"
"4761",4414,"2","6",1,"1",70,"7","6",0,"1","8","2"
"4762",4415,"2","2",1,"1",57,"2","3",0,"2","3","2"
"4763",4416,"4","4",2,"2",65,"2","4",0,"2","1","4"
"4764",7953,"4","4",2,"2",65,"2","4",0,"2","1","4"
"4765",4417,"4","6",1,"2",39,"2","2",0,"4","4","1"
"4766",4418,"4","4",4,"2",38,"3","3",2,"2","4","8"
"4767",4419,"4","4",1,"2",65,"2",NA,0,"4","3","2"
"4768",4420,"2","6",2,"1",35,"2","5",0,"1",NA,"3"
"4769",4421,"2","4",2,"1",75,"7","3",0,"5","2","4"
"4770",7954,"2","6",3,"2",34,"2",NA,1,"2","4","8"
"4771",4422,"1","9",1,"1",55,"2","4",0,"2","5","2"
"4772",4423,"1","8",1,"2",60,"4","2",0,"4","4","2"
"4773",4424,"3","3",3,"2",42,"4","4",0,"4","4","7"
"4774",4425,"3","2",1,"2",73,"7","2",0,"5","3","2"
"4775",4426,"5","4",4,"2",56,"9","7",0,"2","5","7"
"4776",4427,"5","4",2,"1",81,"7","3",0,"5","3","4"
"4777",7955,"2","4",3,"2",36,"2","5",1,"1","8","8"
"4778",4428,"2","4",3,"2",36,"2","5",1,"1","8","8"
"4779",4429,"3","4",2,"2",64,"7","3",0,"5","6","4"
"4780",4430,"3","4",2,"2",67,"7","4",0,"2","4","4"
"4781",4431,"4","4",3,"1",41,"3","5",2,"2","7","8"
"4782",8962,"4","4",3,"1",41,"3","5",2,"2","7","8"
"4783",4432,"4","6",1,"2",49,"4","1",0,"3","7","2"
"4784",4433,"2","6",2,"1",34,"2","5",0,"2","7","3"
"4785",4435,"2","4",2,"1",64,"2","5",0,"2","7","4"
"4786",4436,"3","4",2,"1",73,"7","3",0,"5","2","4"
"4787",4437,"3","6",3,"1",38,"2","5",1,"2","7","5"
"4788",7956,"5","4",5,"1",40,"2","7",3,"1","8","5"
"4789",4438,"5","4",5,"1",40,"2","7",3,"1","8","5"
"4790",4439,"2","3",4,"1",44,"2","4",2,"3","3","6"
"4791",8963,"2","3",4,"1",44,"2","4",2,"3","3","6"
"4792",4440,"2","4",4,"2",56,"9","4",0,"3","8","7"
"4793",4441,"3","6",2,"2",79,"7","4",0,"5","3","4"
"4794",7957,"3","6",2,"2",79,"7","4",0,"5","3","4"
"4795",4442,"2","3",1,"2",76,"9","2",0,"5","3","2"
"4796",4443,"4","4",1,"2",81,"7","2",0,"5","3","2"
"4797",4444,"2","6",2,"2",40,"5","4",0,"3","4","3"
"4798",4445,"3","4",2,"1",77,"7","4",0,"4","4","4"
"4799",8964,"3","4",2,"1",77,"7","4",0,"4","4","4"
"4800",4446,"4","4",1,"2",56,"6","1",0,"4","4","2"
"4801",4447,"5","6",2,"2",59,"2","5",0,"2","6","4"
"4802",7958,"5","6",2,"2",59,"2","5",0,"2","6","4"
"4803",4448,"3","6",2,"2",69,"7","3",0,"3","4","4"
"4804",4449,"1","8",2,"2",37,"2","4",0,"2","4","3"
"4805",4450,"2","4",2,"1",57,"2","5",0,"3","4","3"
"4806",7959,"2","4",2,"1",57,"2","5",0,"3","4","3"
"4807",4451,"4","5",1,"2",68,"7",NA,0,"4","4","2"
"4808",4452,"5","4",2,"2",31,"4",NA,0,"3","4","3"
"4809",4454,"4","3",4,"2",51,"2","4",1,"4",NA,"6"
"4810",4455,"2","6",2,"2",37,"2","4",1,"3","4","8"
"4811",4456,"1","5",1,"2",52,"4","2",0,"5","2","2"
"4812",4457,"3","3",1,"2",41,"4","1",0,"4","4","1"
"4813",4458,"5","4",1,"2",42,"3","5",0,"1",NA,"1"
"4814",7960,"3","4",1,"1",78,"7","4",0,"2","6","2"
"4815",4459,"3","4",1,"1",78,"7","4",0,"2","6","2"
"4816",4460,"4","6",2,"1",66,"7","4",0,"2","3","4"
"4817",4461,"4","6",2,"1",61,"4","2",0,"3","7","3"
"4818",4462,"2","5",1,"2",60,"4","1",0,"4","4","2"
"4819",4463,"2","5",1,"2",40,"2",NA,0,"2","4","1"
"4820",4464,"5","5",1,"1",83,"7","3",0,"3","5","2"
"4821",4465,"1","8",4,"2",37,"2","4",2,"2","8","5"
"4822",4466,"3","6",5,"2",36,"3","5",3,"2","6","6"
"4823",4467,"2","5",2,"1",44,"2","5",0,"1","4","3"
"4824",4468,"1","8",1,"1",38,"1","4",0,"1","8","1"
"4825",4470,"1","8",2,"2",25,"8","1",0,"3","7","3"
"4826",4471,"1","5",2,"2",65,"1","3",0,"5","3","4"
"4827",4472,"4","5",1,"2",74,"7",NA,0,"5","3","2"
"4828",4473,"5","5",2,"2",46,"2",NA,0,"3","4","4"
"4829",4474,"4","6",5,"2",39,"2","5",3,"2","6","5"
"4830",7961,"4","6",5,"2",39,"2","5",3,"2","6","5"
"4831",4475,"2","6",2,"1",77,"7","4",0,"2","5","4"
"4832",7962,"2","6",2,"1",77,"7","4",0,"2","5","4"
"4833",4476,"2","5",4,"2",31,"9",NA,2,"1","7","5"
"4834",4477,"2","4",2,"1",29,"2",NA,0,"2","5","3"
"4835",9459,"2","4",2,"1",29,"2",NA,0,"2","5","3"
"4836",4478,"2","6",2,"1",47,"4","2",0,"5","2","4"
"4837",4479,"3","4",2,"2",26,"2","4",0,"2","4","3"
"4838",4480,"2","6",2,"1",78,"7",NA,0,"2","6","4"
"4839",4481,"4","4",2,"1",75,"7","3",0,"4","4","4"
"4840",7963,"2","4",4,"2",36,"3","4",2,"2","6","8"
"4841",4482,"2","4",4,"2",36,"3","4",2,"2","6","8"
"4842",4483,"3","6",1,"2",80,"7","3",0,"4","4","2"
"4843",4484,"1","8",2,"2",34,"2","7",0,"1","8","3"
"4844",4485,"3","3",2,"2",47,"3","2",1,"1","8","9"
"4845",4486,"4","4",1,"1",65,"3","4",0,"3","4","2"
"4846",8965,"3","4",3,"2",45,"2",NA,1,"5","5","6"
"4847",4487,"3","4",3,"2",45,"2",NA,1,"5","5","6"
"4848",4488,"4","4",6,"2",33,"2","5",4,"2","4","5"
"4849",7964,"4","4",6,"2",33,"2","5",4,"2","4","5"
"4850",4489,"4","4",5,"2",36,"2",NA,3,"3","4","6"
"4851",7965,"4","4",5,"2",36,"2",NA,3,"3","4","6"
"4852",4490,"4","6",2,"2",53,"9",NA,0,"4","3","4"
"4853",4491,"5","4",1,"2",71,"7","2",0,"5","3","2"
"4854",4492,"4","4",1,"2",72,"7",NA,0,"2","5","2"
"4855",4493,"5","3",2,"1",70,"7","5",0,"1","8","4"
"4856",4494,"2","6",2,"2",38,"2","2",1,"3","4","8"
"4857",4495,"2","4",2,"2",46,"2","4",0,"4","5","4"
"4858",7966,"2","4",2,"2",46,"2","4",0,"4","5","4"
"4859",4496,"2","5",2,"2",49,"4","5",0,"4","4","4"
"4860",4497,"4","6",1,"1",65,"7","3",0,"2","7","2"
"4861",4498,"3","1",3,"2",33,"2","2",2,"3","3","8"
"4862",4499,"2","4",1,"2",59,"2","4",0,"3","4","2"
"4863",4500,"5","4",4,"2",48,"2","5",2,"2","5","6"
"4864",7967,"5","4",4,"2",48,"2","5",2,"2","5","6"
"4865",4502,"5","5",2,"2",49,"2","4",0,"3","4","4"
"4866",4503,"2","5",1,"2",30,"3","3",0,"1",NA,"1"
"4867",4504,"2","5",1,"2",60,"2","4",0,"2",NA,"2"
"4868",4505,"2","5",3,"2",49,"9","4",1,"4","3","6"
"4869",4506,"2","4",2,"2",36,"2","5",0,"2","7","3"
"4870",4507,"4","4",1,"2",80,"7","4",0,"5","3","2"
"4871",7968,"3","6",3,"1",35,"3","4",1,"2","6","5"
"4872",4508,"3","6",3,"1",35,"3","4",1,"2","6","5"
"4873",4509,"2","4",2,"1",78,"7","5",0,"2","6","4"
"4874",7969,"2","4",2,"1",78,"7","5",0,"2","6","4"
"4875",4510,"3","3",4,"2",39,"9","2",3,"5","1","8"
"4876",7970,"3","4",4,"2",56,"2",NA,0,"5","3","7"
"4877",8966,"3","4",4,"2",56,"2",NA,0,"5","3","7"
"4878",4511,"3","4",4,"2",56,"2",NA,0,"5","3","7"
"4879",4512,"4","6",2,"2",68,"7","2",0,"5","3","4"
"4880",4513,"5","4",1,"2",66,"2","2",0,"3","3","2"
"4881",4514,"2","4",3,"1",45,"2","7",1,"1","8","8"
"4882",7971,"2","4",3,"1",45,"2","7",1,"1","8","8"
"4883",4515,"2","3",4,"2",36,"2","4",2,"3",NA,"6"
"4884",4516,"5","4",2,"2",62,"9","2",0,"5","3","4"
"4885",4518,"4","6",3,"2",32,"1","2",1,"4","4","5"
"4886",4519,"5","4",4,"2",37,"2","3",2,"3","5","6"
"4887",9273,"5","6",4,"2",50,"2","5",2,"3","4","6"
"4888",7972,"5","6",4,"2",50,"2","5",2,"3","4","6"
"4889",8967,"5","6",4,"2",50,"2","5",2,"3","4","6"
